 year doy hour Kp
 2021 350 3 2
 2021 350 6 2
 2021 350 9 2
 2021 350 12 1
 2021 350 15 1
 2021 350 18 1
 2021 350 21 1
 2021 351 0 1
 2021 351 3 1
 2021 351 6 0
 2021 351 9 0
 2021 351 12 1
 2021 351 15 1
 2021 351 18 1
 2021 351 21 0
 2021 352 0 0
 2021 352 3 1
 2021 352 6 0
 2021 352 9 0
 2021 352 12 1
 2021 352 15 1
 2021 352 18 1
 2021 352 21 1
 2021 353 0 0
 2021 353 3 0
 2021 353 6 0
 2021 353 9 0
 2021 353 12 2
 2021 353 15 3
 2021 353 18 3
 2021 353 21 4
 2021 354 0 4
 2021 354 3 2
 2021 354 6 2
 2021 354 9 4
 2021 354 12 3
 2021 354 15 2
 2021 354 18 2
 2021 354 21 2
 2021 355 0 3
 2021 355 3 1
 2021 355 6 2
 2021 355 9 2
 2021 355 12 2
 2021 355 15 2
 2021 355 18 2
 2021 355 21 1
 2021 356 0 2
 2021 356 3 2
 2021 356 6 2
 2021 356 9 1
 2021 356 12 3
 2021 356 15 3
 2021 356 18 2
 2021 356 21 0
 2021 357 0 1
 2021 357 3 1
 2021 357 6 0
 2021 357 9 0
 2021 357 12 1
 2021 357 15 1
 2021 357 18 1
 2021 357 21 1
 2021 358 0 1
 2021 358 3 0
 2021 358 6 1
 2021 358 9 1
 2021 358 12 1
 2021 358 15 2
 2021 358 18 1
 2021 358 21 1
 2021 359 0 1
 2021 359 3 1
 2021 359 6 2
 2021 359 9 2
 2021 359 12 2
 2021 359 15 2
 2021 359 18 2
 2021 359 21 0
 2021 360 0 0
 2021 360 3 0
 2021 360 6 0
 2021 360 9 1
 2021 360 12 1
 2021 360 15 1
 2021 360 18 1
 2021 360 21 1
 2021 361 0 1
 2021 361 3 1
 2021 361 6 2
 2021 361 9 2
 2021 361 12 3
 2021 361 15 3
 2021 361 18 2
 2021 361 21 1
 2021 362 0 1
 2021 362 3 2
 2021 362 6 3
 2021 362 9 2
 2021 362 12 1
 2021 362 15 2
 2021 362 18 1
 2021 362 21 1
 2021 363 0 1
 2021 363 3 2
 2021 363 6 0
 2021 363 9 1
 2021 363 12 2
 2021 363 15 2
 2021 363 18 2
 2021 363 21 2
 2021 364 0 3
 2021 364 3 1
 2021 364 6 1
 2021 364 9 3
 2021 364 12 2
 2021 364 15 1
 2021 364 18 1
 2021 364 21 1
 2021 365 0 0
 2021 365 3 0
 2021 365 6 1
 2021 365 9 1
 2021 365 12 1
 2021 365 15 1
 2021 365 18 1
 2021 365 21 1
 2022 1 0 2
 2022 1 3 3
 2022 1 6 3
 2022 1 9 2
 2022 1 12 1
 2022 1 15 2
 2022 1 18 2
 2022 1 21 2
 2022 2 0 2
 2022 2 3 1
 2022 2 6 1
 2022 2 9 2
 2022 2 12 1
 2022 2 15 2
 2022 2 18 2
 2022 2 21 3
 2022 3 0 1
 2022 3 3 3
 2022 3 6 3
 2022 3 9 3
 2022 3 12 2
 2022 3 15 2
 2022 3 18 1
 2022 3 21 1
 2022 4 0 2
 2022 4 3 2
 2022 4 6 1
 2022 4 9 2
 2022 4 12 1
 2022 4 15 2
 2022 4 18 1
 2022 4 21 0
 2022 5 0 0
 2022 5 3 2
 2022 5 6 0
 2022 5 9 1
 2022 5 12 1
 2022 5 15 2
 2022 5 18 1
 2022 5 21 0
 2022 6 0 0
 2022 6 3 1
 2022 6 6 0
 2022 6 9 0
 2022 6 12 1
 2022 6 15 2
 2022 6 18 1
 2022 6 21 0
 2022 7 0 0
 2022 7 3 0
 2022 7 6 0
 2022 7 9 0
 2022 7 12 1
 2022 7 15 2
 2022 7 18 0
 2022 7 21 0
 2022 8 0 0
 2022 8 3 0
 2022 8 6 1
 2022 8 9 1
 2022 8 12 2
 2022 8 15 2
 2022 8 18 4
 2022 8 21 4
 2022 9 0 2
 2022 9 3 2
 2022 9 6 2
 2022 9 9 1
 2022 9 12 2
 2022 9 15 2
 2022 9 18 2
 2022 9 21 2
 2022 10 0 3
 2022 10 3 2
 2022 10 6 0
 2022 10 9 0
 2022 10 12 1
 2022 10 15 1
 2022 10 18 1
 2022 10 21 1
 2022 11 0 1
 2022 11 3 1
 2022 11 6 1
 2022 11 9 1
 2022 11 12 1
 2022 11 15 2
 2022 11 18 1
 2022 11 21 0
 2022 12 0 0
 2022 12 3 1
 2022 12 6 0
 2022 12 9 0
 2022 12 12 2
 2022 12 15 2
 2022 12 18 2
 2022 12 21 1
 2022 13 0 0
 2022 13 3 0
 2022 13 6 0
 2022 13 9 1
 2022 13 12 1
 2022 13 15 2
 2022 13 18 2
 2022 13 21 1
 2022 14 0 0
 2022 14 3 0
 2022 14 6 1
 2022 14 9 1
 2022 14 12 2
 2022 14 15 3
 2022 14 18 2
 2022 14 21 5
 2022 15 0 4
 2022 15 3 4
 2022 15 6 2
 2022 15 9 1
 2022 15 12 3
 2022 15 15 3
 2022 15 18 3
 2022 15 21 4
 2022 16 0 4
 2022 16 3 4
 2022 16 6 2
 2022 16 9 1
 2022 16 12 3
 2022 16 15 3
 2022 16 18 3
 2022 16 21 3
 2022 17 0 3
 2022 17 3 0
 2022 17 6 1
 2022 17 9 2
 2022 17 12 2
 2022 17 15 2
 2022 17 18 1
 2022 17 21 2
 2022 18 0 4
 2022 18 3 3
 2022 18 6 2
 2022 18 9 2
 2022 18 12 2
 2022 18 15 3
 2022 18 18 2
 2022 18 21 2
 2022 19 0 5
 2022 19 3 3
 2022 19 6 4
 2022 19 9 2
 2022 19 12 2
 2022 19 15 2
 2022 19 18 1
 2022 19 21 1
 2022 20 0 4
 2022 20 3 0
 2022 20 6 0
 2022 20 9 0
 2022 20 12 1
 2022 20 15 1
 2022 20 18 2
 2022 20 21 1
 2022 21 0 0
 2022 21 3 0
 2022 21 6 0
 2022 21 9 1
 2022 21 12 2
 2022 21 15 2
 2022 21 18 2
 2022 21 21 3
 2022 22 0 2
 2022 22 3 3
 2022 22 6 2
 2022 22 9 1
 2022 22 12 2
 2022 22 15 1
 2022 22 18 1
 2022 22 21 2
 2022 23 0 2
 2022 23 3 3
 2022 23 6 2
 2022 23 9 2
 2022 23 12 1
 2022 23 15 2
 2022 23 18 2
 2022 23 21 1
 2022 24 0 0
 2022 24 3 0
 2022 24 6 0
 2022 24 9 1
 2022 24 12 2
 2022 24 15 2
 2022 24 18 1
 2022 24 21 1
 2022 25 0 2
 2022 25 3 2
 2022 25 6 2
 2022 25 9 3
 2022 25 12 3
 2022 25 15 3
 2022 25 18 2
 2022 25 21 2
 2022 26 0 2
 2022 26 3 2
 2022 26 6 2
 2022 26 9 3
 2022 26 12 1
 2022 26 15 2
 2022 26 18 2
 2022 26 21 2
 2022 27 0 1
 2022 27 3 1
 2022 27 6 1
 2022 27 9 1
 2022 27 12 2
 2022 27 15 2
 2022 27 18 2
 2022 27 21 2
 2022 28 0 1
 2022 28 3 2
 2022 28 6 2
 2022 28 9 1
 2022 28 12 1
 2022 28 15 2
 2022 28 18 2
 2022 28 21 3
 2022 29 0 3
 2022 29 3 4
 2022 29 6 3
 2022 29 9 3
 2022 29 12 4
 2022 29 15 2
 2022 29 18 1
 2022 29 21 1
 2022 30 0 2
 2022 30 3 3
 2022 30 6 3
 2022 30 9 1
 2022 30 12 2
 2022 30 15 2
 2022 30 18 1
 2022 30 21 2
 2022 31 0 2
 2022 31 3 3
 2022 31 6 2
 2022 31 9 3
 2022 31 12 2
 2022 31 15 2
 2022 31 18 1
 2022 31 21 1
 2022 32 0 1
 2022 32 3 2
 2022 32 6 0
 2022 32 9 1
 2022 32 12 1
 2022 32 15 1
 2022 32 18 1
 2022 32 21 3
 2022 33 0 3
 2022 33 3 3
 2022 33 6 1
 2022 33 9 0
 2022 33 12 2
 2022 33 15 4
 2022 33 18 1
 2022 33 21 1
 2022 34 0 2
 2022 34 3 4
 2022 34 6 5
 2022 34 9 4
 2022 34 12 3
 2022 34 15 2
 2022 34 18 2
 2022 34 21 2
 2022 35 0 4
 2022 35 3 3
 2022 35 6 3
 2022 35 9 3
 2022 35 12 3
 2022 35 15 4
 2022 35 18 3
 2022 35 21 3
 2022 36 0 3
 2022 36 3 3
 2022 36 6 1
 2022 36 9 3
 2022 36 12 2
 2022 36 15 2
 2022 36 18 2
 2022 36 21 2
 2022 37 0 3
 2022 37 3 3
 2022 37 6 3
 2022 37 9 3
 2022 37 12 3
 2022 37 15 2
 2022 37 18 2
 2022 37 21 2
 2022 38 0 1
 2022 38 3 1
 2022 38 6 0
 2022 38 9 2
 2022 38 12 1
 2022 38 15 2
 2022 38 18 2
 2022 38 21 1
 2022 39 0 1
 2022 39 3 0
 2022 39 6 1
 2022 39 9 1
 2022 39 12 1
 2022 39 15 1
 2022 39 18 1
 2022 39 21 1
 2022 40 0 0
 2022 40 3 0
 2022 40 6 0
 2022 40 9 1
 2022 40 12 1
 2022 40 15 1
 2022 40 18 1
 2022 40 21 2
 2022 41 0 1
 2022 41 3 2
 2022 41 6 1
 2022 41 9 2
 2022 41 12 3
 2022 41 15 4
 2022 41 18 3
 2022 41 21 3
 2022 42 0 4
 2022 42 3 2
 2022 42 6 2
 2022 42 9 3
 2022 42 12 1
 2022 42 15 2
 2022 42 18 3
 2022 42 21 3
 2022 43 0 3
 2022 43 3 3
 2022 43 6 2
 2022 43 9 1
 2022 43 12 2
 2022 43 15 3
 2022 43 18 2
 2022 43 21 2
 2022 44 0 3
 2022 44 3 2
 2022 44 6 2
 2022 44 9 2
 2022 44 12 3
 2022 44 15 2
 2022 44 18 2
 2022 44 21 2
 2022 45 0 2
 2022 45 3 2
 2022 45 6 2
 2022 45 9 2
 2022 45 12 2
 2022 45 15 2
 2022 45 18 1
 2022 45 21 0
 2022 46 0 1
 2022 46 3 2
 2022 46 6 1
 2022 46 9 0
 2022 46 12 1
 2022 46 15 0
 2022 46 18 1
 2022 46 21 1
 2022 47 0 0
 2022 47 3 2
 2022 47 6 2
 2022 47 9 1
 2022 47 12 3
 2022 47 15 1
 2022 47 18 2
 2022 47 21 2
 2022 48 0 2
 2022 48 3 1
 2022 48 6 1
 2022 48 9 0
 2022 48 12 1
 2022 48 15 2
 2022 48 18 1
 2022 48 21 1
 2022 49 0 0
 2022 49 3 0
 2022 49 6 2
 2022 49 9 1
 2022 49 12 2
 2022 49 15 2
 2022 49 18 2
 2022 49 21 2
 2022 50 0 2
 2022 50 3 2
 2022 50 6 2
 2022 50 9 1
 2022 50 12 2
 2022 50 15 2
 2022 50 18 1
 2022 50 21 2
 2022 51 0 3
 2022 51 3 3
 2022 51 6 1
 2022 51 9 1
 2022 51 12 1
 2022 51 15 3
 2022 51 18 2
 2022 51 21 1
 2022 52 0 1
 2022 52 3 1
 2022 52 6 2
 2022 52 9 2
 2022 52 12 4
 2022 52 15 3
 2022 52 18 2
 2022 52 21 3
 2022 53 0 3
 2022 53 3 4
 2022 53 6 4
 2022 53 9 3
 2022 53 12 2
 2022 53 15 1
 2022 53 18 2
 2022 53 21 1
 2022 54 0 0
 2022 54 3 0
 2022 54 6 2
 2022 54 9 1
 2022 54 12 2
 2022 54 15 1
 2022 54 18 1
 2022 54 21 2
 2022 55 0 2
 2022 55 3 3
 2022 55 6 2
 2022 55 9 1
 2022 55 12 1
 2022 55 15 2
 2022 55 18 1
 2022 55 21 1
 2022 56 0 1
 2022 56 3 2
 2022 56 6 3
 2022 56 9 3
 2022 56 12 3
 2022 56 15 0
 2022 56 18 0
 2022 56 21 1
 2022 57 0 1
 2022 57 3 0
 2022 57 6 1
 2022 57 9 0
 2022 57 12 0
 2022 57 15 1
 2022 57 18 0
 2022 57 21 0
 2022 58 0 2
 2022 58 3 2
 2022 58 6 4
 2022 58 9 3
 2022 58 12 3
 2022 58 15 2
 2022 58 18 2
 2022 58 21 1
 2022 59 0 1
 2022 59 3 2
 2022 59 6 1
 2022 59 9 2
 2022 59 12 2
 2022 59 15 1
 2022 59 18 2
 2022 59 21 1
 2022 60 0 1
 2022 60 3 1
 2022 60 6 2
 2022 60 9 2
 2022 60 12 3
 2022 60 15 1
 2022 60 18 2
 2022 60 21 1
 2022 61 0 0
 2022 61 3 1
 2022 61 6 1
 2022 61 9 2
 2022 61 12 1
 2022 61 15 1
 2022 61 18 1
 2022 61 21 1
 2022 62 0 0
 2022 62 3 0
 2022 62 6 0
 2022 62 9 1
 2022 62 12 2
 2022 62 15 1
 2022 62 18 2
 2022 62 21 2
 2022 63 0 3
 2022 63 3 2
 2022 63 6 2
 2022 63 9 1
 2022 63 12 2
 2022 63 15 1
 2022 63 18 2
 2022 63 21 2
 2022 64 0 3
 2022 64 3 2
 2022 64 6 2
 2022 64 9 4
 2022 64 12 4
 2022 64 15 4
 2022 64 18 3
 2022 64 21 4
 2022 65 0 4
 2022 65 3 2
 2022 65 6 4
 2022 65 9 2
 2022 65 12 3
 2022 65 15 1
 2022 65 18 2
 2022 65 21 2
 2022 66 0 2
 2022 66 3 2
 2022 66 6 1
 2022 66 9 2
 2022 66 12 3
 2022 66 15 2
 2022 66 18 1
 2022 66 21 1
 2022 67 0 2
 2022 67 3 2
 2022 67 6 0
 2022 67 9 1
 2022 67 12 1
 2022 67 15 2
 2022 67 18 1
 2022 67 21 2
 2022 68 0 2
 2022 68 3 0
 2022 68 6 1
 2022 68 9 1
 2022 68 12 2
 2022 68 15 1
 2022 68 18 0
 2022 68 21 2
 2022 69 0 1
 2022 69 3 1
 2022 69 6 1
 2022 69 9 2
 2022 69 12 2
 2022 69 15 2
 2022 69 18 3
 2022 69 21 2
 2022 70 0 4
 2022 70 3 3
 2022 70 6 4
 2022 70 9 2
 2022 70 12 3
 2022 70 15 2
 2022 70 18 2
 2022 70 21 3
 2022 71 0 3
 2022 71 3 3
 2022 71 6 2
 2022 71 9 1
 2022 71 12 1
 2022 71 15 1
 2022 71 18 1
 2022 71 21 1
 2022 72 0 1
 2022 72 3 1
 2022 72 6 0
 2022 72 9 4
 2022 72 12 5
 2022 72 15 4
 2022 72 18 5
 2022 72 21 6
 2022 73 0 5
 2022 73 3 3
 2022 73 6 2
 2022 73 9 2
 2022 73 12 3
 2022 73 15 2
 2022 73 18 1
 2022 73 21 1
 2022 74 0 1
 2022 74 3 2
 2022 74 6 1
 2022 74 9 1
 2022 74 12 2
 2022 74 15 2
 2022 74 18 1
 2022 74 21 2
 2022 75 0 1
 2022 75 3 0
 2022 75 6 0
 2022 75 9 1
 2022 75 12 2
 2022 75 15 1
 2022 75 18 1
 2022 75 21 2
 2022 76 0 2
 2022 76 3 2
 2022 76 6 2
 2022 76 9 2
 2022 76 12 2
 2022 76 15 2
 2022 76 18 1
 2022 76 21 0
 2022 77 0 1
 2022 77 3 0
 2022 77 6 0
 2022 77 9 1
 2022 77 12 2
 2022 77 15 2
 2022 77 18 1
 2022 77 21 1
 2022 78 0 1
 2022 78 3 0
 2022 78 6 2
 2022 78 9 2
 2022 78 12 2
 2022 78 15 2
 2022 78 18 2
 2022 78 21 2
 2022 79 0 3
 2022 79 3 3
 2022 79 6 3
 2022 79 9 2
 2022 79 12 2
 2022 79 15 2
 2022 79 18 1
 2022 79 21 3
 2022 80 0 1
 2022 80 3 0
 2022 80 6 0
 2022 80 9 1
 2022 80 12 2
 2022 80 15 3
 2022 80 18 1
 2022 80 21 1
 2022 81 0 2
 2022 81 3 2
 2022 81 6 1
 2022 81 9 1
 2022 81 12 2
 2022 81 15 2
 2022 81 18 3
 2022 81 21 2
 2022 82 0 2
 2022 82 3 1
 2022 82 6 2
 2022 82 9 2
 2022 82 12 2
 2022 82 15 2
 2022 82 18 2
 2022 82 21 1
 2022 83 0 3
 2022 83 3 1
 2022 83 6 1
 2022 83 9 2
 2022 83 12 2
 2022 83 15 2
 2022 83 18 1
 2022 83 21 2
 2022 84 0 3
 2022 84 3 3
 2022 84 6 2
 2022 84 9 3
 2022 84 12 2
 2022 84 15 2
 2022 84 18 2
 2022 84 21 1
 2022 85 0 2
 2022 85 3 0
 2022 85 6 1
 2022 85 9 3
 2022 85 12 2
 2022 85 15 3
 2022 85 18 2
 2022 85 21 1
 2022 86 0 1
 2022 86 3 2
 2022 86 6 2
 2022 86 9 3
 2022 86 12 3
 2022 86 15 4
 2022 86 18 4
 2022 86 21 3
 2022 87 0 4
 2022 87 3 4
 2022 87 6 1
 2022 87 9 2
 2022 87 12 2
 2022 87 15 1
 2022 87 18 1
 2022 87 21 1
 2022 88 0 1
 2022 88 3 2
 2022 88 6 2
 2022 88 9 2
 2022 88 12 2
 2022 88 15 1
 2022 88 18 2
 2022 88 21 2
 2022 89 0 1
 2022 89 3 1
 2022 89 6 0
 2022 89 9 2
 2022 89 12 2
 2022 89 15 3
 2022 89 18 2
 2022 89 21 3
 2022 90 0 4
 2022 90 3 4
 2022 90 6 3
 2022 90 9 3
 2022 90 12 4
 2022 90 15 3
 2022 90 18 2
 2022 90 21 2
