 year doy hour T1
 2021 195 4 21.5
 2021 195 6 25.5
 2021 195 8 28.6
 2021 195 10 24.5
 2021 195 12 14.1
 2021 195 14 7.3
 2021 195 16 5.8
 2021 195 18 4.9
 2021 195 20 4.3
 2021 195 22 7.7
 2021 196 0 14.4
 2021 196 2 17.7
 2021 196 4 23.6
 2021 196 6 27.5
 2021 196 8 27.0
 2021 196 10 22.8
 2021 196 12 13.9
 2021 196 14 9.8
 2021 196 16 7.7
 2021 196 18 6.1
 2021 196 20 4.7
 2021 196 22 8.3
 2021 197 0 12.7
 2021 197 2 17.8
 2021 197 4 23.2
 2021 197 6 24.6
 2021 197 8 27.8
 2021 197 10 24.8
 2021 197 12 12.6
 2021 197 14 8.0
 2021 197 16 6.6
 2021 197 18 5.7
 2021 197 20 4.7
 2021 197 22 7.9
 2021 198 0 12.3
 2021 198 2 17.6
 2021 198 4 24.1
 2021 198 6 26.8
 2021 198 8 29.1
 2021 198 10 27.8
 2021 198 12 18.8
 2021 198 14 8.7
 2021 198 16 7.1
 2021 198 18 6.5
 2021 198 20 5.4
 2021 198 22 8.1
 2021 199 0 12.7
 2021 199 2 16.6
 2021 199 4 19.9
 2021 199 6 24.5
 2021 199 8 25.7
 2021 199 10 24.3
 2021 199 12 19.0
 2021 199 14 9.6
 2021 199 16 7.5
 2021 199 18 6.7
 2021 199 20 5.8
 2021 199 22 8.3
 2021 200 0 13.9
 2021 200 2 20.4
 2021 200 4 28.4
 2021 200 6 30.4
 2021 200 8 30.1
 2021 200 10 26.0
 2021 200 12 20.1
 2021 200 14 11.7
 2021 200 16 8.2
 2021 200 18 7.1
 2021 200 20 6.1
 2021 200 22 8.3
 2021 201 0 15.0
 2021 201 2 18.1
 2021 201 4 22.6
 2021 201 6 26.2
 2021 201 8 26.1
 2021 201 10 25.6
 2021 201 12 18.9
 2021 201 14 10.5
 2021 201 16 7.8
 2021 201 18 7.7
 2021 201 20 7.0
 2021 201 22 10.2
 2021 202 0 15.1
 2021 202 2 20.2
 2021 202 4 23.6
 2021 202 6 25.0
 2021 202 8 26.9
 2021 202 10 23.7
 2021 202 12 15.7
 2021 202 14 10.3
 2021 202 16 8.8
 2021 202 18 8.3
 2021 202 20 7.1
 2021 202 22 10.1
 2021 203 0 19.6
 2021 203 2 26.1
 2021 203 4 34.4
 2021 203 6 37.6
 2021 203 8 34.7
 2021 203 10 28.9
 2021 203 12 15.9
 2021 203 14 12.3
 2021 203 16 9.7
 2021 203 18 9.0
 2021 203 20 7.3
 2021 203 22 9.0
 2021 204 0 15.9
 2021 204 2 22.5
 2021 204 4 31.4
 2021 204 6 36.9
 2021 204 8 39.1
 2021 204 10 39.2
 2021 204 12 20.9
 2021 204 14 10.2
 2021 204 16 8.1
 2021 204 18 7.7
 2021 204 20 7.4
 2021 204 22 10.8
 2021 205 0 17.3
 2021 205 2 25.6
 2021 205 4 31.1
 2021 205 6 34.4
 2021 205 8 35.3
 2021 205 10 35.9
 2021 205 12 17.2
 2021 205 14 10.7
 2021 205 16 8.9
 2021 205 18 7.9
 2021 205 20 6.7
 2021 205 22 10.1
 2021 206 0 15.2
 2021 206 2 20.4
 2021 206 4 26.3
 2021 206 6 34.0
 2021 206 8 35.4
 2021 206 10 31.2
 2021 206 12 17.9
 2021 206 14 10.7
 2021 206 16 8.2
 2021 206 18 7.8
 2021 206 20 6.9
 2021 206 22 10.5
 2021 207 0 15.4
 2021 207 2 24.4
 2021 207 4 33.3
 2021 207 6 36.1
 2021 207 8 35.2
 2021 207 10 35.4
 2021 207 12 17.8
 2021 207 14 11.3
 2021 207 16 10.0
 2021 207 18 9.4
 2021 207 20 8.4
 2021 207 22 10.1
 2021 208 0 13.6
 2021 208 2 18.8
 2021 208 4 28.7
 2021 208 6 33.9
 2021 208 8 36.4
 2021 208 10 30.8
 2021 208 12 17.5
 2021 208 14 12.2
 2021 208 16 9.5
 2021 208 18 8.8
 2021 208 20 7.5
 2021 208 22 9.2
 2021 209 0 15.1
 2021 209 2 18.8
 2021 209 4 24.5
 2021 209 6 29.0
 2021 209 8 31.6
 2021 209 10 32.5
 2021 209 12 23.7
 2021 209 14 13.4
 2021 209 16 10.5
 2021 209 18 9.4
 2021 209 20 8.2
 2021 209 22 10.7
 2021 210 0 14.0
 2021 210 2 19.9
 2021 210 4 25.5
 2021 210 6 26.7
 2021 210 8 27.5
 2021 210 10 25.3
 2021 210 12 18.2
 2021 210 14 12.5
 2021 210 16 10.1
 2021 210 18 8.5
 2021 210 20 7.2
 2021 210 22 9.5
 2021 211 0 14.4
 2021 211 2 16.1
 2021 211 4 19.6
 2021 211 6 25.1
 2021 211 8 30.0
 2021 211 10 29.7
 2021 211 12 19.1
 2021 211 14 14.5
 2021 211 16 10.9
 2021 211 18 8.9
 2021 211 20 7.1
 2021 211 22 9.1
 2021 212 0 14.5
 2021 212 2 17.8
 2021 212 4 23.4
 2021 212 6 26.7
 2021 212 8 31.4
 2021 212 10 30.8
 2021 212 12 22.8
 2021 212 14 16.4
 2021 212 16 10.8
 2021 212 18 8.3
 2021 212 20 6.8
 2021 212 22 9.0
 2021 213 0 13.5
 2021 213 2 16.2
 2021 213 4 21.3
 2021 213 6 25.7
 2021 213 8 27.2
 2021 213 10 26.8
 2021 213 12 14.5
 2021 213 14 9.2
 2021 213 16 7.3
 2021 213 18 6.5
 2021 213 20 5.8
 2021 213 22 8.9
 2021 214 0 14.5
 2021 214 2 17.7
 2021 214 4 23.5
 2021 214 6 26.6
 2021 214 8 32.7
 2021 214 10 24.3
 2021 214 12 16.5
 2021 214 14 11.8
 2021 214 16 8.4
 2021 214 18 7.6
 2021 214 20 6.8
 2021 214 22 10.0
 2021 215 0 13.5
 2021 215 2 19.1
 2021 215 4 25.2
 2021 215 6 29.3
 2021 215 8 29.0
 2021 215 10 23.7
 2021 215 12 16.6
 2021 215 14 12.3
 2021 215 16 10.1
 2021 215 18 9.0
 2021 215 20 8.0
 2021 215 22 10.0
 2021 216 0 13.6
 2021 216 2 20.5
 2021 216 4 27.5
 2021 216 6 28.3
 2021 216 8 27.0
 2021 216 10 26.7
 2021 216 12 23.7
 2021 216 14 14.4
 2021 216 16 10.9
 2021 216 18 8.7
 2021 216 20 6.7
 2021 216 22 8.2
 2021 217 0 11.6
 2021 217 2 17.1
 2021 217 4 22.6
 2021 217 6 24.4
 2021 217 8 21.5
 2021 217 10 17.4
 2021 217 12 13.8
 2021 217 14 9.4
 2021 217 16 7.2
 2021 217 18 6.3
 2021 217 20 6.0
 2021 217 22 8.4
 2021 218 0 12.8
 2021 218 2 18.1
 2021 218 4 22.8
 2021 218 6 24.6
 2021 218 8 25.7
 2021 218 10 24.3
 2021 218 12 14.4
 2021 218 14 9.4
 2021 218 16 7.0
 2021 218 18 6.4
 2021 218 20 6.2
 2021 218 22 9.2
 2021 219 0 12.7
 2021 219 2 19.0
 2021 219 4 25.4
 2021 219 6 29.9
 2021 219 8 25.2
 2021 219 10 22.7
 2021 219 12 15.0
 2021 219 14 11.4
 2021 219 16 8.7
 2021 219 18 8.5
 2021 219 20 7.2
 2021 219 22 9.4
 2021 220 0 13.8
 2021 220 2 20.5
 2021 220 4 27.2
 2021 220 6 32.1
 2021 220 8 31.8
 2021 220 10 28.3
 2021 220 12 18.4
 2021 220 14 10.2
 2021 220 16 8.3
 2021 220 18 7.2
 2021 220 20 5.6
 2021 220 22 7.8
 2021 221 0 12.6
 2021 221 2 16.7
 2021 221 4 21.1
 2021 221 6 27.8
 2021 221 8 27.6
 2021 221 10 24.6
 2021 221 12 13.8
 2021 221 14 8.9
 2021 221 16 7.1
 2021 221 18 6.4
 2021 221 20 5.7
 2021 221 22 7.9
 2021 222 0 13.2
 2021 222 2 21.0
 2021 222 4 26.1
 2021 222 6 26.6
 2021 222 8 26.0
 2021 222 10 23.0
 2021 222 12 13.4
 2021 222 14 8.9
 2021 222 16 7.3
 2021 222 18 6.6
 2021 222 20 5.7
 2021 222 22 8.1
 2021 223 0 11.7
 2021 223 2 18.3
 2021 223 4 27.5
 2021 223 6 35.0
 2021 223 8 34.8
 2021 223 10 32.9
 2021 223 12 15.2
 2021 223 14 8.1
 2021 223 16 6.6
 2021 223 18 6.2
 2021 223 20 4.9
 2021 223 22 7.3
 2021 224 0 12.6
 2021 224 2 16.9
 2021 224 4 20.7
 2021 224 6 25.1
 2021 224 8 26.3
 2021 224 10 27.5
 2021 224 12 16.6
 2021 224 14 9.5
 2021 224 16 7.8
 2021 224 18 7.1
 2021 224 20 5.9
 2021 224 22 7.9
 2021 225 0 12.1
 2021 225 2 15.8
 2021 225 4 21.5
 2021 225 6 27.7
 2021 225 8 30.3
 2021 225 10 26.4
 2021 225 12 16.1
 2021 225 14 9.3
 2021 225 16 7.2
 2021 225 18 6.2
 2021 225 20 5.0
 2021 225 22 7.4
 2021 226 0 10.9
 2021 226 2 14.8
 2021 226 4 20.9
 2021 226 6 28.6
 2021 226 8 29.9
 2021 226 10 27.8
 2021 226 12 17.7
 2021 226 14 11.4
 2021 226 16 9.8
 2021 226 18 8.7
 2021 226 20 6.8
 2021 226 22 8.1
 2021 227 0 12.1
 2021 227 2 16.6
 2021 227 4 26.1
 2021 227 6 33.8
 2021 227 8 35.7
 2021 227 10 34.3
 2021 227 12 18.5
 2021 227 14 10.2
 2021 227 16 8.3
 2021 227 18 7.6
 2021 227 20 6.1
 2021 227 22 8.5
 2021 228 0 12.3
 2021 228 2 17.6
 2021 228 4 24.8
 2021 228 6 33.7
 2021 228 8 32.5
 2021 228 10 29.0
 2021 228 12 19.6
 2021 228 14 13.1
 2021 228 16 10.3
 2021 228 18 9.3
 2021 228 20 7.1
 2021 228 22 8.6
 2021 229 0 12.9
 2021 229 2 18.1
 2021 229 4 24.1
 2021 229 6 28.5
 2021 229 8 28.3
 2021 229 10 28.1
 2021 229 12 21.4
 2021 229 14 10.7
 2021 229 16 8.8
 2021 229 18 8.0
 2021 229 20 6.4
 2021 229 22 7.7
 2021 230 0 12.7
 2021 230 2 17.0
 2021 230 4 21.0
 2021 230 6 23.1
 2021 230 8 23.7
 2021 230 10 26.5
 2021 230 12 19.4
 2021 230 14 11.2
 2021 230 16 9.8
 2021 230 18 9.0
 2021 230 20 6.7
 2021 230 22 8.9
 2021 231 0 13.4
 2021 231 2 17.5
 2021 231 4 20.2
 2021 231 6 22.0
 2021 231 8 22.5
 2021 231 10 22.7
 2021 231 12 14.3
 2021 231 14 10.1
 2021 231 16 8.9
 2021 231 18 8.4
 2021 231 20 7.2
 2021 231 22 8.9
 2021 232 0 14.2
 2021 232 2 19.5
 2021 232 4 24.8
 2021 232 6 27.2
 2021 232 8 25.0
 2021 232 10 22.5
 2021 232 12 17.0
 2021 232 14 11.0
 2021 232 16 9.8
 2021 232 18 8.8
 2021 232 20 5.7
 2021 232 22 8.6
 2021 233 0 16.2
 2021 233 2 21.7
 2021 233 4 27.9
 2021 233 6 28.6
 2021 233 8 27.2
 2021 233 10 23.0
 2021 233 12 13.0
 2021 233 14 7.6
 2021 233 16 6.3
 2021 233 18 6.1
 2021 233 20 5.1
 2021 233 22 7.7
 2021 234 0 13.7
 2021 234 2 19.6
 2021 234 4 22.7
 2021 234 6 23.8
 2021 234 8 23.2
 2021 234 10 24.9
 2021 234 12 18.7
 2021 234 14 10.3
 2021 234 16 8.2
 2021 234 18 7.8
 2021 234 20 6.4
 2021 234 22 8.2
 2021 235 0 13.9
 2021 235 2 19.4
 2021 235 4 27.4
 2021 235 6 31.2
 2021 235 8 33.6
 2021 235 10 32.6
 2021 235 12 18.2
 2021 235 14 9.3
 2021 235 16 7.6
 2021 235 18 7.2
 2021 235 20 6.2
 2021 235 22 8.0
 2021 236 0 12.9
 2021 236 2 19.7
 2021 236 4 25.4
 2021 236 6 27.6
 2021 236 8 27.7
 2021 236 10 27.5
 2021 236 12 16.4
 2021 236 14 8.0
 2021 236 16 7.0
 2021 236 18 6.6
 2021 236 20 5.9
 2021 236 22 8.5
 2021 237 0 13.6
 2021 237 2 20.9
 2021 237 4 30.8
 2021 237 6 36.4
 2021 237 8 41.4
 2021 237 10 36.5
 2021 237 12 20.3
 2021 237 14 10.7
 2021 237 16 8.2
 2021 237 18 7.6
 2021 237 20 5.2
 2021 237 22 7.3
 2021 238 0 16.5
 2021 238 2 21.9
 2021 238 4 28.4
 2021 238 6 32.6
 2021 238 8 31.2
 2021 238 10 31.9
 2021 238 12 18.1
 2021 238 14 8.8
 2021 238 16 8.0
 2021 238 18 8.2
 2021 238 20 5.9
 2021 238 22 8.2
 2021 239 0 15.0
 2021 239 2 21.4
 2021 239 4 31.7
 2021 239 6 34.0
 2021 239 8 31.2
 2021 239 10 26.7
 2021 239 12 17.0
 2021 239 14 10.2
 2021 239 16 8.4
 2021 239 18 8.1
 2021 239 20 7.4
 2021 239 22 8.9
 2021 240 0 16.2
 2021 240 2 28.7
 2021 240 4 42.7
 2021 240 6 45.1
 2021 240 8 45.1
 2021 240 10 34.2
 2021 240 12 17.7
 2021 240 14 11.3
 2021 240 16 8.6
 2021 240 18 8.1
 2021 240 20 6.6
 2021 240 22 8.5
 2021 241 0 15.3
 2021 241 2 23.4
 2021 241 4 37.1
 2021 241 6 43.0
 2021 241 8 42.6
 2021 241 10 33.2
 2021 241 12 15.5
 2021 241 14 9.9
 2021 241 16 8.1
 2021 241 18 8.1
 2021 241 20 6.3
 2021 241 22 8.6
 2021 242 0 14.4
 2021 242 2 23.4
 2021 242 4 32.0
 2021 242 6 33.8
 2021 242 8 30.1
 2021 242 10 27.9
 2021 242 12 15.2
 2021 242 14 8.7
 2021 242 16 7.1
 2021 242 18 6.9
 2021 242 20 4.9
 2021 242 22 7.4
 2021 243 0 14.1
 2021 243 2 21.7
 2021 243 4 32.6
 2021 243 6 38.8
 2021 243 8 39.6
 2021 243 10 37.2
 2021 243 12 19.6
 2021 243 14 11.2
 2021 243 16 8.9
 2021 243 18 8.9
 2021 243 20 6.5
 2021 243 22 8.3
 2021 244 0 14.4
 2021 244 2 20.8
 2021 244 4 29.7
 2021 244 6 32.4
 2021 244 8 32.9
 2021 244 10 30.0
 2021 244 12 21.6
 2021 244 14 12.7
 2021 244 16 9.7
 2021 244 18 8.7
 2021 244 20 7.3
 2021 244 22 8.5
 2021 245 0 14.5
 2021 245 2 19.8
 2021 245 4 29.1
 2021 245 6 31.6
 2021 245 8 34.7
 2021 245 10 33.0
 2021 245 12 17.3
 2021 245 14 11.3
 2021 245 16 9.8
 2021 245 18 9.9
 2021 245 20 7.1
 2021 245 22 8.7
 2021 246 0 13.8
 2021 246 2 19.7
 2021 246 4 25.7
 2021 246 6 30.9
 2021 246 8 32.0
 2021 246 10 33.3
 2021 246 12 22.1
 2021 246 14 13.0
 2021 246 16 9.9
 2021 246 18 9.6
 2021 246 20 6.4
 2021 246 22 8.7
 2021 247 0 14.0
 2021 247 2 22.5
 2021 247 4 36.9
 2021 247 6 41.8
 2021 247 8 41.0
 2021 247 10 41.5
 2021 247 12 21.6
 2021 247 14 14.4
 2021 247 16 11.9
 2021 247 18 11.8
 2021 247 20 6.5
 2021 247 22 7.9
 2021 248 0 13.9
 2021 248 2 19.6
 2021 248 4 29.4
 2021 248 6 33.3
 2021 248 8 33.9
 2021 248 10 33.5
 2021 248 12 18.2
 2021 248 14 9.0
 2021 248 16 7.7
 2021 248 18 7.2
 2021 248 20 5.9
 2021 248 22 8.1
 2021 249 0 14.2
 2021 249 2 21.4
 2021 249 4 30.4
 2021 249 6 30.2
 2021 249 8 24.8
 2021 249 10 21.9
 2021 249 12 15.0
 2021 249 14 10.4
 2021 249 16 9.2
 2021 249 18 8.5
 2021 249 20 7.4
 2021 249 22 9.4
 2021 250 0 14.4
 2021 250 2 22.7
 2021 250 4 34.7
 2021 250 6 38.1
 2021 250 8 37.5
 2021 250 10 36.5
 2021 250 12 22.9
 2021 250 14 12.7
 2021 250 16 9.7
 2021 250 18 8.8
 2021 250 20 6.6
 2021 250 22 8.9
 2021 251 0 13.1
 2021 251 2 21.9
 2021 251 4 35.4
 2021 251 6 39.1
 2021 251 8 40.4
 2021 251 10 34.3
 2021 251 12 20.2
 2021 251 14 11.5
 2021 251 16 9.0
 2021 251 18 7.6
 2021 251 20 6.5
 2021 251 22 9.3
 2021 252 0 18.0
 2021 252 2 29.8
 2021 252 4 39.6
 2021 252 6 42.1
 2021 252 8 43.5
 2021 252 10 42.1
 2021 252 12 19.8
 2021 252 14 10.0
 2021 252 16 7.9
 2021 252 18 7.2
 2021 252 20 5.7
 2021 252 22 8.1
 2021 253 0 13.9
 2021 253 2 19.2
 2021 253 4 24.5
 2021 253 6 28.2
 2021 253 8 32.3
 2021 253 10 37.6
 2021 253 12 18.3
 2021 253 14 9.8
 2021 253 16 8.4
 2021 253 18 8.7
 2021 253 20 8.3
 2021 253 22 10.8
 2021 254 0 15.0
 2021 254 2 18.9
 2021 254 4 26.5
 2021 254 6 34.0
 2021 254 8 40.6
 2021 254 10 40.4
 2021 254 12 19.9
 2021 254 14 12.6
 2021 254 16 11.7
 2021 254 18 11.7
 2021 254 20 8.3
 2021 254 22 9.4
 2021 255 0 18.4
 2021 255 2 29.5
 2021 255 4 34.8
 2021 255 6 37.6
 2021 255 8 37.1
 2021 255 10 34.5
 2021 255 12 20.1
 2021 255 14 12.4
 2021 255 16 10.0
 2021 255 18 10.2
 2021 255 20 6.7
 2021 255 22 7.6
 2021 256 0 14.1
 2021 256 2 21.1
 2021 256 4 30.0
 2021 256 6 32.2
 2021 256 8 33.0
 2021 256 10 27.5
 2021 256 12 16.4
 2021 256 14 9.8
 2021 256 16 8.6
 2021 256 18 7.8
 2021 256 20 6.3
 2021 256 22 8.0
 2021 257 0 18.0
 2021 257 2 28.2
 2021 257 4 37.7
 2021 257 6 41.1
 2021 257 8 41.2
 2021 257 10 36.2
 2021 257 12 18.4
 2021 257 14 10.1
 2021 257 16 8.0
 2021 257 18 8.1
 2021 257 20 5.2
 2021 257 22 7.2
 2021 258 0 13.2
 2021 258 2 21.3
 2021 258 4 29.7
 2021 258 6 30.3
 2021 258 8 32.8
 2021 258 10 24.6
 2021 258 12 16.4
 2021 258 14 11.1
 2021 258 16 9.3
 2021 258 18 8.6
 2021 258 20 6.1
 2021 258 22 8.1
 2021 259 0 13.2
 2021 259 2 19.8
 2021 259 4 30.8
 2021 259 6 38.4
 2021 259 8 42.5
 2021 259 10 31.2
 2021 259 12 18.6
 2021 259 14 12.0
 2021 259 16 10.1
 2021 259 18 9.1
 2021 259 20 5.5
 2021 259 22 7.1
 2021 260 0 12.4
 2021 260 2 18.3
 2021 260 4 30.2
 2021 260 6 38.5
 2021 260 8 46.5
 2021 260 10 37.1
 2021 260 12 22.0
 2021 260 14 15.2
 2021 260 16 14.3
 2021 260 18 10.2
 2021 260 20 6.8
 2021 260 22 7.8
 2021 261 0 14.0
 2021 261 2 22.7
 2021 261 4 39.5
 2021 261 6 41.4
 2021 261 8 46.3
 2021 261 10 32.0
 2021 261 12 14.8
 2021 261 14 10.8
 2021 261 16 9.8
 2021 261 18 8.9
 2021 261 20 5.2
 2021 261 22 6.7
 2021 262 0 13.2
 2021 262 2 20.5
 2021 262 4 32.2
 2021 262 6 36.9
 2021 262 8 40.7
 2021 262 10 26.0
 2021 262 12 12.7
 2021 262 14 8.4
 2021 262 16 7.1
 2021 262 18 6.6
 2021 262 20 5.5
 2021 262 22 7.1
 2021 263 0 12.4
 2021 263 2 19.2
 2021 263 4 31.8
 2021 263 6 35.0
 2021 263 8 40.7
 2021 263 10 32.8
 2021 263 12 18.7
 2021 263 14 12.3
 2021 263 16 10.1
 2021 263 18 9.3
 2021 263 20 6.0
 2021 263 22 6.8
 2021 264 0 11.9
 2021 264 2 17.7
 2021 264 4 29.8
 2021 264 6 37.4
 2021 264 8 42.5
 2021 264 10 39.9
 2021 264 12 19.9
 2021 264 14 11.8
 2021 264 16 9.2
 2021 264 18 8.7
 2021 264 20 6.7
 2021 264 22 7.6
 2021 265 0 15.3
 2021 265 2 24.5
 2021 265 4 39.2
 2021 265 6 49.9
 2021 265 8 52.5
 2021 265 10 45.0
 2021 265 12 28.8
 2021 265 14 16.8
 2021 265 16 13.3
 2021 265 18 11.6
 2021 265 20 6.9
 2021 265 22 9.3
 2021 266 0 17.2
 2021 266 2 26.7
 2021 266 4 41.0
 2021 266 6 45.1
 2021 266 8 50.3
 2021 266 10 38.5
 2021 266 12 24.4
 2021 266 14 14.8
 2021 266 16 12.5
 2021 266 18 12.0
 2021 266 20 7.6
 2021 266 22 9.4
 2021 267 0 15.7
 2021 267 2 21.3
 2021 267 4 34.7
 2021 267 6 45.2
 2021 267 8 52.2
 2021 267 10 48.4
 2021 267 12 30.7
 2021 267 14 19.4
 2021 267 16 16.0
 2021 267 18 14.4
 2021 267 20 10.3
 2021 267 22 9.4
 2021 268 0 17.2
 2021 268 2 26.6
 2021 268 4 42.6
 2021 268 6 48.9
 2021 268 8 58.9
 2021 268 10 51.7
 2021 268 12 31.8
 2021 268 14 23.3
 2021 268 16 17.3
 2021 268 18 14.7
 2021 268 20 8.3
 2021 268 22 10.1
 2021 269 0 15.7
 2021 269 2 24.5
 2021 269 4 41.5
 2021 269 6 49.2
 2021 269 8 50.9
 2021 269 10 36.0
 2021 269 12 21.9
 2021 269 14 14.6
 2021 269 16 12.7
 2021 269 18 11.6
 2021 269 20 6.8
 2021 269 22 9.2
 2021 270 0 16.3
 2021 270 2 27.6
 2021 270 4 45.5
 2021 270 6 48.4
 2021 270 8 52.1
 2021 270 10 37.7
 2021 270 12 27.4
 2021 270 14 16.6
 2021 270 16 12.7
 2021 270 18 12.3
 2021 270 20 6.9
 2021 270 22 9.5
 2021 271 0 18.5
 2021 271 2 29.2
 2021 271 4 44.5
 2021 271 6 47.4
 2021 271 8 43.0
 2021 271 10 29.3
 2021 271 12 23.2
 2021 271 14 14.0
 2021 271 16 11.8
 2021 271 18 10.9
 2021 271 20 6.2
 2021 271 22 8.9
 2021 272 0 16.8
 2021 272 2 26.3
 2021 272 4 38.8
 2021 272 6 46.9
 2021 272 8 50.9
 2021 272 10 40.9
 2021 272 12 28.4
 2021 272 14 18.7
 2021 272 16 14.9
 2021 272 18 13.3
 2021 272 20 7.2
 2021 272 22 10.1
 2021 273 0 17.9
 2021 273 2 27.8
 2021 273 4 38.5
 2021 273 6 44.3
 2021 273 8 51.7
 2021 273 10 43.1
 2021 273 12 32.1
 2021 273 14 22.0
 2021 273 16 16.3
 2021 273 18 13.8
 2021 273 20 7.8
 2021 273 22 10.6
 2021 274 0 19.4
 2021 274 2 26.0
 2021 274 4 39.7
 2021 274 6 45.9
 2021 274 8 48.9
 2021 274 10 38.0
 2021 274 12 30.2
 2021 274 14 20.6
 2021 274 16 17.3
 2021 274 18 13.3
 2021 274 20 9.0
 2021 274 22 10.2
 2021 275 0 16.3
 2021 275 2 24.7
 2021 275 4 36.5
 2021 275 6 44.7
 2021 275 8 51.4
 2021 275 10 46.0
 2021 275 12 32.3
 2021 275 14 21.8
 2021 275 16 20.0
 2021 275 18 14.5
 2021 275 20 6.4
 2021 275 22 8.8
 2021 276 0 16.1
 2021 276 2 30.0
 2021 276 4 47.2
 2021 276 6 53.9
 2021 276 8 53.5
 2021 276 10 39.0
 2021 276 12 30.8
 2021 276 14 22.3
 2021 276 16 18.1
 2021 276 18 10.8
 2021 276 20 5.9
 2021 276 22 8.2
 2021 277 0 15.6
 2021 277 2 27.7
 2021 277 4 42.3
 2021 277 6 45.0
 2021 277 8 46.4
 2021 277 10 31.6
 2021 277 12 20.2
 2021 277 14 13.3
 2021 277 16 13.0
 2021 277 18 10.9
 2021 277 20 5.6
 2021 277 22 7.7
 2021 278 0 17.5
 2021 278 2 35.8
 2021 278 4 44.9
 2021 278 6 46.7
 2021 278 8 41.7
 2021 278 10 29.8
 2021 278 12 22.5
 2021 278 14 15.4
 2021 278 16 11.1
 2021 278 18 9.0
 2021 278 20 6.3
 2021 278 22 7.8
 2021 279 0 17.0
 2021 279 2 33.9
 2021 279 4 44.1
 2021 279 6 47.9
 2021 279 8 44.0
 2021 279 10 29.4
 2021 279 12 21.2
 2021 279 14 16.8
 2021 279 16 13.4
 2021 279 18 10.0
 2021 279 20 8.4
 2021 279 22 10.8
 2021 280 0 20.3
 2021 280 2 34.6
 2021 280 4 49.9
 2021 280 6 56.1
 2021 280 8 53.0
 2021 280 10 38.5
 2021 280 12 28.9
 2021 280 14 19.6
 2021 280 16 14.9
 2021 280 18 13.7
 2021 280 20 7.7
 2021 280 22 8.4
 2021 281 0 15.3
 2021 281 2 26.3
 2021 281 4 41.0
 2021 281 6 52.4
 2021 281 8 50.4
 2021 281 10 32.0
 2021 281 12 22.3
 2021 281 14 16.3
 2021 281 16 12.6
 2021 281 18 10.9
 2021 281 20 6.5
 2021 281 22 8.2
 2021 282 0 14.0
 2021 282 2 21.2
 2021 282 4 32.0
 2021 282 6 48.7
 2021 282 8 54.3
 2021 282 10 42.6
 2021 282 12 27.0
 2021 282 14 15.9
 2021 282 16 12.6
 2021 282 18 11.6
 2021 282 20 8.0
 2021 282 22 8.8
 2021 283 0 15.0
 2021 283 2 28.1
 2021 283 4 44.4
 2021 283 6 54.2
 2021 283 8 51.7
 2021 283 10 37.2
 2021 283 12 28.2
 2021 283 14 19.9
 2021 283 16 14.2
 2021 283 18 14.0
 2021 283 20 7.4
 2021 283 22 7.7
 2021 284 0 15.8
 2021 284 2 30.0
 2021 284 4 44.9
 2021 284 6 49.8
 2021 284 8 39.9
 2021 284 10 28.4
 2021 284 12 17.8
 2021 284 14 13.1
 2021 284 16 10.5
 2021 284 18 9.6
 2021 284 20 7.8
 2021 284 22 9.1
 2021 285 0 16.3
 2021 285 2 28.6
 2021 285 4 44.8
 2021 285 6 58.4
 2021 285 8 57.5
 2021 285 10 44.6
 2021 285 12 32.4
 2021 285 14 22.3
 2021 285 16 17.0
 2021 285 18 13.0
 2021 285 20 7.7
 2021 285 22 9.4
 2021 286 0 21.9
 2021 286 2 35.9
 2021 286 4 46.1
 2021 286 6 57.0
 2021 286 8 55.6
 2021 286 10 42.3
 2021 286 12 31.2
 2021 286 14 23.8
 2021 286 16 21.4
 2021 286 18 16.1
 2021 286 20 8.8
 2021 286 22 7.9
 2021 287 0 16.0
 2021 287 2 26.1
 2021 287 4 35.3
 2021 287 6 44.4
 2021 287 8 44.4
 2021 287 10 26.1
 2021 287 12 20.1
 2021 287 14 12.9
 2021 287 16 11.1
 2021 287 18 8.8
 2021 287 20 7.0
 2021 287 22 8.0
 2021 288 0 15.0
 2021 288 2 29.2
 2021 288 4 42.5
 2021 288 6 55.9
 2021 288 8 54.3
 2021 288 10 38.1
 2021 288 12 26.7
 2021 288 14 17.5
 2021 288 16 11.3
 2021 288 18 8.9
 2021 288 20 6.4
 2021 288 22 6.5
 2021 289 0 14.1
 2021 289 2 27.9
 2021 289 4 37.8
 2021 289 6 49.7
 2021 289 8 43.3
 2021 289 10 30.4
 2021 289 12 22.4
 2021 289 14 16.0
 2021 289 16 13.8
 2021 289 18 10.3
 2021 289 20 6.0
 2021 289 22 7.2
 2021 290 0 14.9
 2021 290 2 27.1
 2021 290 4 36.6
 2021 290 6 43.3
 2021 290 8 35.2
 2021 290 10 31.2
 2021 290 12 25.0
 2021 290 14 17.1
 2021 290 16 14.6
 2021 290 18 11.8
 2021 290 20 6.8
 2021 290 22 8.1
 2021 291 0 18.2
 2021 291 2 33.3
 2021 291 4 35.9
 2021 291 6 44.7
 2021 291 8 32.6
 2021 291 10 24.7
 2021 291 12 16.1
 2021 291 14 13.7
 2021 291 16 11.9
 2021 291 18 10.3
 2021 291 20 6.2
 2021 291 22 7.4
 2021 292 0 15.9
 2021 292 2 27.5
 2021 292 4 41.2
